city,date,chat,temp,dewpoint,pm10,o3,time,season
chic,10/2/1994,118,57,41.5,9.005380103,22.60646715,2832,autumn
chic,10/3/1994,107,57.5,45.75,14.381667139,23.50782015,2833,autumn
chic,10/4/1994,136,53.5,44.75,19.697687469,10.36671699,2834,autumn
chic,10/5/1994,127,51,42.75,38.7072091506,6.448283237,2835,autumn
chic,10/6/1994,134,62,49.875,42.3010354426,21.66183021,2836,autumn
chic,10/7/1994,118,68,62.375,78.898457842,29.58772661,2837,autumn
chic,10/8/1994,118,56,47.125,20.241319498,3.085936833,2838,autumn
chic,10/9/1994,96,47.5,32.125,8.209342976,11.20138738,2839,autumn
chic,10/10/1994,120,46,31.75,NA,11.60563819,2840,autumn
chic,10/11/1994,121,48.5,40.75,33.994861093,12.59074224,2841,autumn
chic,10/12/1994,113,51.5,47.75,44.1358433735,8.323194625,2842,autumn
chic,10/13/1994,125,55.5,49.875,49.646385542,7.040887047,2843,autumn
chic,10/14/1994,137,58.5,51.875,42.6347389562,14.64561988,2844,autumn
chic,10/15/1994,116,58,53.25,44.886270492,14.67486934,2845,autumn
chic,10/16/1994,92,66,54.875,30.295400763,20.34840192,2846,autumn
chic,10/17/1994,127,69.5,54.875,37.9634507524,20.84628737,2847,autumn
chic,10/18/1994,116,65,60.125,44.594854829,10.96557994,2848,autumn
chic,10/19/1994,117,64.5,47.375,24.949946043,12.17952702,2849,autumn
chic,10/20/1994,122,57,46.875,29.222289157,7.586980504,2850,autumn
chic,10/21/1994,123,56.5,45.375,96.406419398,8.657406177,2851,autumn
chic,10/22/1994,109,58.5,45.875,50.895022714,14.79809195,2852,autumn
chic,10/23/1994,94,52,35.5,19.233367619,11.74305318,2853,autumn
chic,10/24/1994,100,47,27.625,30.021528738,12.14720769,2854,autumn
chic,10/25/1994,118,43,30.125,20.697600111,8.913662775,2855,autumn
chic,10/26/1994,102,42,30.75,34.5998854071,6.371957632,2856,autumn
chic,10/27/1994,117,46,34.25,73.420775244,6.250139775,2857,autumn
chic,10/28/1994,115,54,34.25,185.515740012,14.46654973,2858,autumn
chic,10/29/1994,113,57,40.875,40.7650770533,16.85096434,2859,autumn
chic,10/30/1994,138,48.5,43.375,38.2639782448,7.841786422,2860,autumn
chic,10/31/1994,118,45.5,39.125,3.431052202,26.83037634,2861,autumn
chic,11/1/1994,124,44.5,32,20.000145418,12.4976257,2862,autumn
chic,11/2/1994,117,51,35.75,51.844100994,12.26306314,2863,autumn
chic,11/3/1994,107,60.5,62.125,59.341325742,11.46253164,2864,autumn
chic,11/4/1994,136,58.5,55.625,14.665530215,5.442045171,2865,autumn
chic,11/5/1994,142,54,55.125,7.292252085,9.687517473,2866,autumn
chic,11/6/1994,120,48,35.375,9.713853585,15.66602089,2867,autumn
chic,11/7/1994,93,46.5,39,18.632541842,11.22962563,2868,autumn
chic,11/8/1994,102,55,50.375,35.0304077975,9.21867978,2869,autumn
chic,11/9/1994,99,47,33,3.320044607,26.84611902,2870,autumn
chic,11/10/1994,110,43,34.5,14.620156107,27.56368748,2871,autumn
chic,11/11/1994,117,46,30.75,27.158420716,14.98630911,2872,autumn
chic,11/12/1994,128,46.5,46.375,22.511160602,6.796107894,2873,autumn
chic,11/13/1994,117,58,56.25,20.663963962,16.28664037,2874,autumn
chic,11/14/1994,108,50.5,38.5,NA,10.04015533,2875,autumn
chic,11/15/1994,108,41.5,34.125,14.532560463,13.67839614,2876,autumn
chic,11/16/1994,114,43.5,35.25,37.5797579818,15.19987813,2877,autumn
chic,11/17/1994,128,44,44.125,35.3324324321,5.119445455,2878,autumn
chic,11/18/1994,124,44.5,29.25,NA,12.96777803,2879,autumn
chic,11/19/1994,125,38,31.625,41.3836206701,5.543383734,2880,autumn
chic,11/20/1994,120,52,38.5,21.003727397,10.08055331,2881,autumn
chic,11/21/1994,119,43,28.25,14.015753527,18.14610265,2882,autumn
chic,11/22/1994,125,31,16.875,16.073151337,14.83069908,2883,autumn
chic,11/23/1994,135,36,23.125,34.6690690687,9.275118664,2884,autumn
chic,11/24/1994,113,39,33.75,13.703603606,13.44380876,2885,autumn
chic,11/25/1994,124,39,16.5,10.631994035,11.30670743,2886,autumn
chic,11/26/1994,107,35,24.75,17.283933938,22.26467962,2887,autumn
chic,11/27/1994,116,47.5,44.375,18.828978976,13.01016284,2888,autumn
chic,11/28/1994,107,36,24,13.777493035,16.17051379,2889,autumn
chic,11/29/1994,124,29.5,22.625,25.007262278,12.15639518,2890,autumn
chic,11/30/1994,102,29,24.25,35.9821839078,6.758591414,2891,autumn
chic,12/1/1994,132,42,29.5,72.344209885,10.55356215,2892,autumn
chic,12/2/1994,125,46,33.5,49.130775363,12.0259846,2893,autumn
chic,12/3/1994,109,48,44.375,24.645182432,8.254747894,2894,autumn
chic,12/4/1994,114,48.5,47.75,41.5015231993,4.796603564,2895,autumn
chic,12/5/1994,122,43.5,39,44.800562298,4.003526074,2896,autumn
chic,12/6/1994,104,35,33.125,5.752393392,9.418843904,2897,autumn
chic,12/7/1994,123,31,23.875,NA,22.62517207,2898,autumn
chic,12/8/1994,127,30,27.5,14.841815513,19.17281155,2899,autumn
chic,12/9/1994,124,30.5,22.875,23.843308047,5.985524064,2900,autumn
chic,12/10/1994,120,27,15.875,30.374738244,7.005616954,2901,autumn
chic,12/11/1994,119,19,8.75,22.888294057,13.55101232,2902,autumn
chic,12/12/1994,131,21.5,18.25,NA,5.834090224,2903,autumn
chic,12/13/1994,141,23.5,16.875,45.48654279,4.469067564,2904,autumn
chic,12/14/1994,126,27.5,25.125,36.007291667,7.799059124,2905,autumn
chic,12/15/1994,109,32.5,34.375,40.8315920401,4.375828974,2906,autumn
chic,12/16/1994,130,36.5,36,40.4766890439,4.599538974,2907,autumn
chic,12/17/1994,127,37,31.125,28.925621891,7.464723294,2908,autumn
chic,12/18/1994,120,29.5,22.125,16.467203047,13.30625007,2909,autumn
chic,12/19/1994,112,28,27.75,23.785808382,7.980266404,2910,autumn
chic,12/20/1994,137,38,33.625,30.992266784,4.791219894,2911,autumn
chic,12/21/1994,129,40.5,31.875,55.95758136,4.819360524,2912,autumn
chic,12/22/1994,121,39.5,36.75,68.938793654,5.822238474,2913,autumn
chic,12/23/1994,142,38.5,37.875,10.761179279,12.30623235,2914,autumn
chic,12/24/1994,133,33.5,28.875,19.310697089,13.15417664,2915,autumn
chic,12/25/1994,124,39.5,27,24.251953513,10.38698257,2916,autumn
chic,12/26/1994,150,36,33.25,31.749939193,6.404633318,2917,autumn
chic,12/27/1994,144,40.5,37.25,34.637230551,6.756655682,2918,autumn
chic,12/28/1994,122,38,30.125,15.296076511,11.99160562,2919,autumn
chic,12/29/1994,109,35,22.875,11.257357591,23.38012229,2920,autumn
chic,12/30/1994,128,32,24.875,28.693007628,9.264379684,2921,autumn
chic,12/31/1994,134,32,29.875,31.749479167,4.965051554,2922,autumn
chic,1/1/1995,135,19.5,5.625,19.596876976,18.41782281,2923,winter
chic,1/2/1995,133,14.5,10.5,14.534010696,16.45644947,2924,winter
chic,1/3/1995,144,11,-2.875,21.759034866,13.24344365,2925,winter
chic,1/4/1995,138,3,-7.5,24.018241958,13.51202132,2926,winter
chic,1/5/1995,148,9,7,32.558301309,8.867686069,2927,winter
chic,1/6/1995,126,22.5,22,28.935731949,4.967843629,2928,winter
chic,1/7/1995,176,19.5,13.5,21.450568745,10.00241729,2929,winter
chic,1/8/1995,148,12,3.25,33.453500986,9.259204792,2930,winter
chic,1/9/1995,129,17.5,11.875,36.0057054167,10.13581964,2931,winter
chic,1/10/1995,156,23.5,24.5,42.4623767263,8.118784785,2932,winter
chic,1/11/1995,152,33,37.5,64.909122288,4.270647081,2933,winter
chic,1/12/1995,134,42,37.75,25.890131381,6.061578166,2934,winter
chic,1/13/1995,146,35.5,33.75,18.05834708,5.349837493,2935,winter
chic,1/14/1995,141,37,32.75,7.552429919,6.586346571,2936,winter
chic,1/15/1995,116,33,25.25,8.89788364,13.03525926,2937,winter
chic,1/16/1995,131,34,29.375,13.06722281,16.09829561,2938,winter
chic,1/17/1995,121,36.5,38.375,22.76380742,4.685130139,2939,winter
chic,1/18/1995,128,35.5,22.625,21.556249997,8.683711215,2940,winter
chic,1/19/1995,156,34.5,33,9.128342119,10.21729283,2941,winter
chic,1/20/1995,137,30,20.125,13.641734969,13.94064636,2942,winter
chic,1/21/1995,122,23.5,17.75,20.546042329,13.35513403,2943,winter
chic,1/22/1995,118,20,16.5,16.111973069,11.60878516,2944,winter
chic,1/23/1995,135,20,14.25,21.568818307,8.018233467,2945,winter
chic,1/24/1995,124,15,6.75,42.0869047622,6.716226916,2946,winter
chic,1/25/1995,142,18,9.25,63.516710578,5.86347768,2947,winter
chic,1/26/1995,114,18,13.25,54.992901054,7.214013033,2948,winter
chic,1/27/1995,134,23.5,26,61.813504811,7.482695124,2949,winter
chic,1/28/1995,152,28.5,16,14.027127244,26.48122342,2950,winter
chic,1/29/1995,150,25,20,6.097067719,27.26229394,2951,winter
chic,1/30/1995,152,24,19.125,43.8578140459,11.86620894,2952,winter
chic,1/31/1995,143,30.5,30.375,28.795884613,13.89498013,2953,winter
chic,2/1/1995,134,37,27.5,16.321107167,13.66523702,2954,winter
chic,2/2/1995,133,33.5,26.625,15.620997842,21.78382939,2955,winter
chic,2/3/1995,145,30.5,24.25,27.917546334,12.41016604,2956,winter
chic,2/4/1995,133,20,3.5,11.612032757,23.10620173,2957,winter
chic,2/5/1995,144,8.5,-4.625,14.396933728,22.81445787,2958,winter
chic,2/6/1995,154,11,0,16.544078013,11.48945857,2959,winter
chic,2/7/1995,144,15,3.375,35.3471080409,13.04020629,2960,winter
chic,2/8/1995,126,12,1.5,25.442604139,16.61263936,2961,winter
chic,2/9/1995,152,24,25,31.275026676,9.104066856,2962,winter
chic,2/10/1995,142,26.5,4.875,32.266714257,17.03173129,2963,winter
chic,2/11/1995,162,6.5,-13.25,66.119723866,25.17893923,2964,winter
chic,2/12/1995,128,7.5,2.375,19.211101953,16.8574114,2965,winter
chic,2/13/1995,152,17,-0.75,33.674119701,14.95865409,2966,winter
chic,2/14/1995,133,18.5,11.375,40.0255589439,11.54049286,2967,winter
chic,2/15/1995,145,30.5,21.375,21.743646327,7.969470682,2968,winter
chic,2/16/1995,132,25,18.25,33.313172956,14.32703654,2969,winter
chic,2/17/1995,144,33,18.75,51.485103245,9.191934601,2970,winter
chic,2/18/1995,130,42.5,27,39.0846269161,13.86049746,2971,winter
chic,2/19/1995,121,38,28.375,21.108225737,18.65926578,2972,winter
chic,2/20/1995,144,40.5,28.25,32.471505101,14.86780641,2973,winter
chic,2/21/1995,126,28,17.25,11.39282991,23.13499029,2974,winter
chic,2/22/1995,111,38,30,37.6805448409,8.369856228,2975,winter
chic,2/23/1995,132,41,21.5,39.4648285841,17.32943457,2976,winter
chic,2/24/1995,129,32,17.5,12.184534394,20.10740572,2977,winter
chic,2/25/1995,118,39,26.375,17.672804187,16.97426488,2978,winter
chic,2/26/1995,127,30.5,27.5,23.405994078,18.93530671,2979,winter
chic,2/27/1995,119,31.5,28.625,13.243185424,19.96606884,2980,winter
chic,2/28/1995,136,27.5,20.875,15.228213976,20.58795936,2981,winter
chic,3/1/1995,141,16.5,3.75,18.045408168,17.28602881,2982,winter
chic,3/2/1995,124,17.5,6.625,22.604654672,13.24154042,2983,winter
chic,3/3/1995,137,23,14,42.0944505882,11.87776275,2984,winter
chic,3/4/1995,124,31.5,20.125,40.8864635921,14.23430901,2985,winter
chic,3/5/1995,124,35,32.75,35.6804564195,8.729172364,2986,winter
chic,3/6/1995,134,33,32.125,26.127978285,16.49925405,2987,winter
chic,3/7/1995,118,30.5,20.875,13.38992009,13.54192663,2988,winter
chic,3/8/1995,143,23.5,12.375,19.122271524,22.47453431,2989,winter
chic,3/9/1995,121,24.5,18.875,33.174597103,15.54193926,2990,winter
chic,3/10/1995,118,40.5,35.5,34.711145717,16.65249601,2991,winter
chic,3/11/1995,114,51,38.75,27.251716247,29.97634189,2992,winter
chic,3/12/1995,120,58.5,44.25,28.296643784,33.33758355,2993,winter
chic,3/13/1995,132,61.5,44.25,52.76234472,22.34970831,2994,winter
chic,3/14/1995,117,61,44.375,64.480244088,19.75324169,2995,winter
chic,3/15/1995,89,59,43.375,62.02951945,22.87501612,2996,winter
chic,3/16/1995,125,54,41,44.703480605,16.55696678,2997,winter
chic,3/17/1995,120,42.5,33.5,18.781693368,26.43737808,2998,winter
chic,3/18/1995,137,49,40.5,28.836765827,24.50303296,2999,winter
chic,3/19/1995,119,50,42.25,53.814182194,15.3027057,3000,winter
chic,3/20/1995,127,50.5,39.125,31.684363082,15.38247905,3001,winter
chic,3/21/1995,104,43.5,30.125,19.224942787,18.04146732,3002,winter
chic,3/22/1995,107,39,31.75,14.125864176,23.21290561,3003,winter
chic,3/23/1995,120,36,28.75,7.455377571,25.71160041,3004,winter
chic,3/24/1995,131,37,22.375,14.023493512,26.37003236,3005,winter
chic,3/25/1995,119,42,22.5,21.935662526,26.82721632,3006,winter
chic,3/26/1995,114,43.5,25.375,24.828756674,25.34835978,3007,winter
chic,3/27/1995,135,41.5,36.25,19.278032034,16.6000458,3008,winter
chic,3/28/1995,123,41,37.625,20.427815681,6.15788344,3009,winter
chic,3/29/1995,134,40,33,25.172234935,9.736023917,3010,winter
chic,3/30/1995,118,40.5,29.5,18.577730456,11.85981084,3011,winter
chic,3/31/1995,106,36.5,29.875,22.524262249,10.73878686,3012,winter
chic,4/1/1995,111,37,26.75,20.428293803,14.54589933,3013,spring
chic,4/2/1995,113,44,27.5,13.486992691,23.81034734,3014,spring
chic,4/3/1995,122,55,39,23.361559277,21.70649594,3015,spring
chic,4/4/1995,109,33,1.375,20.286675303,23.42050904,3016,spring
chic,4/5/1995,100,34.5,22.75,34.763553917,16.56351775,3017,spring
chic,4/6/1995,113,52,28.625,39.3271219961,23.81887423,3018,spring
chic,4/7/1995,107,42.5,35.125,34.7626950209,23.59410912,3019,spring
chic,4/8/1995,124,43,36.375,37.418314618,15.18111532,3020,spring
chic,4/9/1995,106,37.5,24.375,12.51346627,32.0314942,3021,spring
chic,4/10/1995,122,36.5,32.125,13.402298852,19.36500214,3022,spring
chic,4/11/1995,129,49.5,48.25,33.867750222,11.01060436,3023,spring
chic,4/12/1995,113,39.5,34.25,9.353829724,18.0219454,3024,spring
chic,4/13/1995,119,49,29.625,18.454451143,31.94717495,3025,spring
chic,4/14/1995,109,42.5,29.875,9.887115895,31.74956871,3026,spring
chic,4/15/1995,110,46.5,36.375,25.28213545,27.76261021,3027,spring
chic,4/16/1995,108,51.5,39.375,34.470591133,17.57397723,3028,spring
chic,4/17/1995,112,50.5,35.125,28.432429112,27.37413545,3029,spring
chic,4/18/1995,120,61,42,44.955488722,26.32352399,3030,spring
chic,4/19/1995,136,47.5,34.375,14.961527097,23.82756213,3031,spring
chic,4/20/1995,114,44,44.75,24.884762747,16.13546768,3032,spring
chic,4/21/1995,103,46.5,41.375,29.071342498,10.04832981,3033,spring
chic,4/22/1995,129,51,35.125,17.051429409,21.07724483,3034,spring
chic,4/23/1995,118,45,32.375,16.61838098,21.38364176,3035,spring
chic,4/24/1995,121,47.5,39.75,42.1650922182,18.40235198,3036,spring
chic,4/25/1995,118,47,35.875,27.733519992,18.8332418,3037,spring
chic,4/26/1995,105,50,50.25,29.71652989,8.927707101,3038,spring
chic,4/27/1995,126,47.5,36.5,17.756435498,18.66823573,3039,spring
chic,4/28/1995,108,53,38.625,29.270229232,16.2819256,3040,spring
chic,4/29/1995,109,49.5,34.875,26.524490595,16.43139611,3041,spring
chic,4/30/1995,113,44.5,36.875,5.420454548,25.06016279,3042,spring
chic,5/1/1995,122,45.5,37.25,10.740573411,21.8421797,3043,spring
chic,5/2/1995,101,50.5,31.75,13.729241962,21.4040221,3044,spring
chic,5/3/1995,99,49.5,32.125,32.64015428,17.96413175,3045,spring
chic,5/4/1995,109,52.5,45.875,33.28731562,14.9757149,3046,spring
chic,5/5/1995,136,55,40.625,46.402046498,20.51287763,3047,spring
chic,5/6/1995,91,56,37.625,41.1852293625,21.3469705,3048,spring
chic,5/7/1995,116,62.5,46.75,42.0224919413,36.60516112,3049,spring
chic,5/8/1995,107,57.5,42.75,39.465834717,24.48121764,3050,spring
chic,5/9/1995,118,61.5,54.625,43.6384967075,21.27285762,3051,spring
chic,5/10/1995,114,51,49,30.036236119,9.85127575,3052,spring
chic,5/11/1995,105,59.5,47.625,24.998100526,17.70953072,3053,spring
chic,5/12/1995,129,60,48.75,33.178412132,24.33611094,3054,spring
chic,5/13/1995,115,62,62.625,30.485242549,22.64684647,3055,spring
chic,5/14/1995,114,62.5,51.375,19.000779268,28.68223755,3056,spring
chic,5/15/1995,125,61.5,44.125,29.348632917,20.5009109,3057,spring
chic,5/16/1995,119,68.5,65.875,45.501845556,22.92933693,3058,spring
chic,5/17/1995,106,58.5,37.625,12.999028651,20.93648184,3059,spring
chic,5/18/1995,110,52.5,37.25,11.661205834,18.97533418,3060,spring
chic,5/19/1995,117,60.5,41.75,34.6894123365,20.1728586,3061,spring
chic,5/20/1995,115,66,40.75,37.7072355673,26.0648858,3062,spring
chic,5/21/1995,94,60.5,40.625,29.242426885,26.42631999,3063,spring
chic,5/22/1995,115,62,46,65.194595118,25.10576703,3064,spring
chic,5/23/1995,95,59.5,53.875,36.1875726462,20.21521289,3065,spring
chic,5/24/1995,109,51.5,46.375,8.86886458,21.89362304,3066,spring
chic,5/25/1995,111,55,46,13.253148001,17.49955901,3067,spring
chic,5/26/1995,118,55,43.625,19.723653621,22.79630812,3068,spring
chic,5/27/1995,136,60.5,57.5,29.726322764,20.83202392,3069,spring
chic,5/28/1995,99,65.5,55.375,19.145001939,26.62585737,3070,spring
chic,5/29/1995,99,61,46.5,14.6295525,23.14492014,3071,spring
chic,5/30/1995,129,67.5,48.125,43.8098109939,20.96673676,3072,spring
chic,5/31/1995,108,69.5,51.625,79.382642712,28.32583943,3073,spring
chic,6/1/1995,109,71.5,55.25,63.87834714,30.00874825,3074,spring
chic,6/2/1995,127,67.5,60.875,64.058408354,14.88907946,3075,spring
chic,6/3/1995,95,67,57.25,40.0920342903,34.20138505,3076,spring
chic,6/4/1995,117,67,53.75,32.596224234,33.24086869,3077,spring
chic,6/5/1995,128,67.5,56.875,45.11641533,34.06123159,3078,spring
chic,6/6/1995,118,74,64.625,71.065176337,28.6406442,3079,spring
chic,6/7/1995,131,71.5,59,35.0387139422,32.26559843,3080,spring
chic,6/8/1995,98,53.5,45,18.25610436,19.72230464,3081,spring
chic,6/9/1995,104,59,51.75,39.3233969534,16.19962,3082,spring
chic,6/10/1995,103,67.5,51,33.416151268,23.94604799,3083,spring
chic,6/11/1995,114,59,44.875,15.889804056,20.57184151,3084,spring
chic,6/12/1995,106,61,41.125,22.530532013,20.53103179,3085,spring
chic,6/13/1995,117,67.5,45.75,56.548218226,16.24402686,3086,spring
chic,6/14/1995,123,74,52,61.457951136,33.75812976,3087,spring
chic,6/15/1995,102,72,53.25,78.060281861,42.15033301,3088,spring
chic,6/16/1995,136,76.5,54.875,87.072712801,41.75207437,3089,spring
chic,6/17/1995,93,77.5,61.625,76.047104211,44.10986595,3090,spring
chic,6/18/1995,130,82,63.375,55.961162093,48.67342254,3091,spring
chic,6/19/1995,120,82.5,65.25,59.455637232,44.75851285,3092,spring
chic,6/20/1995,116,85,63.75,58.322422226,46.12724215,3093,spring
chic,6/21/1995,121,78,61.75,51.510885851,36.57157522,3094,spring
chic,6/22/1995,118,80,62.5,64.581327839,47.00763125,3095,spring
chic,6/23/1995,113,79.5,55.75,63.292579539,63.57648187,3096,spring
chic,6/24/1995,113,77.5,62.375,73.682048966,65.19324831,3097,spring
chic,6/25/1995,114,75.5,63.75,54.082826107,47.39800047,3098,spring
chic,6/26/1995,103,75.5,62.625,46.29343163,36.41009571,3099,spring
chic,6/27/1995,107,72.5,67.375,38.7010973764,25.19933225,3100,spring
chic,6/28/1995,118,74,65.25,52.721596659,23.35503741,3101,spring
chic,6/29/1995,114,77,65.25,41.3332539531,26.61695922,3102,spring
chic,6/30/1995,111,71.5,51.125,44.4437915533,28.76121212,3103,spring
chic,7/1/1995,109,65.5,47.75,16.442410335,26.86290654,3104,summer
chic,7/2/1995,103,63.5,49.375,27.931501314,24.20356802,3105,summer
chic,7/3/1995,112,71,57.5,49.922304711,43.02975245,3106,summer
chic,7/4/1995,102,75.5,69.5,41.4388336368,28.6143136,3107,summer
chic,7/5/1995,119,75,63.875,57.045787023,29.24238334,3108,summer
chic,7/6/1995,102,72,54,26.036186207,31.51403896,3109,summer
chic,7/7/1995,107,70.5,55.625,40.529299155,25.94527973,3110,summer
chic,7/8/1995,112,70.5,54.25,37.8432073645,26.52515998,3111,summer
chic,7/9/1995,97,73,60.875,35.5348087964,39.99287055,3112,summer
chic,7/10/1995,122,73.5,63,51.018279871,25.35660154,3113,summer
chic,7/11/1995,119,79,64.625,54.497530161,38.50501213,3114,summer
chic,7/12/1995,116,84.5,73.125,75.999322968,43.92612883,3115,summer
chic,7/13/1995,121,92,76.375,91.073703133,56.38299775,3116,summer
chic,7/14/1995,226,91.5,75.625,55.645035891,49.71341174,3117,summer
chic,7/15/1995,411,86,69,49.548909745,49.33287154,3118,summer
chic,7/16/1995,287,83,67.75,26.420494308,41.83891219,3119,summer
chic,7/17/1995,228,78.5,55.25,31.524116356,27.03991423,3120,summer
chic,7/18/1995,159,74,54.75,38.6351460226,24.05700142,3121,summer
chic,7/19/1995,142,75.5,57.875,43.6489959842,23.48847885,3122,summer
chic,7/20/1995,123,73.5,67.625,41.193733286,16.52316296,3123,summer
chic,7/21/1995,102,74,56,32.477134987,24.73002776,3124,summer
chic,7/22/1995,94,76,68.5,37.4537190084,21.5288296,3125,summer
chic,7/23/1995,109,76,67,21.571438575,29.37899721,3126,summer
chic,7/24/1995,107,79,68.25,42.4945592286,26.94467151,3127,summer
chic,7/25/1995,112,81.5,64.5,41.9794077136,22.43770126,3128,summer
chic,7/26/1995,103,77,68,32.808686807,34.83127128,3129,summer
chic,7/27/1995,120,80.5,67.375,36.5345041323,40.13381895,3130,summer
chic,7/28/1995,97,80.5,63.125,28.566184573,30.94527968,3131,summer
chic,7/29/1995,115,82.5,69,38.8874492226,27.74780858,3132,summer
chic,7/30/1995,100,83.5,72.125,41.8590220383,36.07747842,3133,summer
chic,7/31/1995,124,84.5,68.25,80.309435262,38.1818743,3134,summer
chic,8/1/1995,97,75,65.375,23.805232588,27.92540253,3135,summer
chic,8/2/1995,85,74,71.375,26.298415978,21.78786382,3136,summer
chic,8/3/1995,102,75,72.25,32.280509641,6.34979623,3137,summer
chic,8/4/1995,95,77,69.75,37.4774711682,7.49413434,3138,summer
chic,8/5/1995,100,76.5,69.125,33.185817696,24.63243768,3139,summer
chic,8/6/1995,90,78,68.875,24.456887055,31.97583436,3140,summer
chic,8/7/1995,104,79.5,70.5,38.3038355035,21.97187859,3141,summer
chic,8/8/1995,125,79.5,71.75,55.796280991,27.63507287,3142,summer
chic,8/9/1995,113,75,69,47.280578512,5.18192377,3143,summer
chic,8/10/1995,107,80,70.875,36.282625951,16.50533806,3144,summer
chic,8/11/1995,109,82,72.75,53.680509642,25.7249622,3145,summer
chic,8/12/1995,112,86.5,74.75,56.702548209,41.12199369,3146,summer
chic,8/13/1995,125,87,74.75,48.859782751,38.43467428,3147,summer
chic,8/14/1995,122,87,72.125,53.23422865,30.21607528,3148,summer
chic,8/15/1995,140,78,72.75,28.227341598,25.99151842,3149,summer
chic,8/16/1995,104,84,72.875,43.2221599668,13.95099681,3150,summer
chic,8/17/1995,112,81.5,73.375,32.645041322,24.77416576,3151,summer
chic,8/18/1995,113,81,71.875,31.6684573,33.91060393,3152,summer
chic,8/19/1995,99,81,71.125,32.812804011,22.58889211,3153,summer
chic,8/20/1995,93,74,63.625,11.241460056,24.62868464,3154,summer
chic,8/21/1995,81,75.5,60.25,30.216666666,20.44078045,3155,summer
chic,8/22/1995,104,74,53.625,23.684246156,18.04756661,3156,summer
chic,8/23/1995,134,74,62.875,45.541873278,18.29727578,3157,summer
chic,8/24/1995,98,76,65.375,44.0473829204,23.08711099,3158,summer
chic,8/25/1995,106,81,66,52.072375619,30.55922316,3159,summer
chic,8/26/1995,110,80,65.5,72.020165746,40.95774416,3160,summer
chic,8/27/1995,126,77.5,70,83.00359116,41.47534142,3161,summer
chic,8/28/1995,102,76,69.875,56.580485064,13.94227818,3162,summer
chic,8/29/1995,102,80,68,46.041436464,17.73704882,3163,summer
chic,8/30/1995,106,83,67,84.535911602,37.63862104,3164,summer
chic,8/31/1995,111,79,57.125,47.386949855,33.26488647,3165,summer
chic,9/1/1995,104,69.5,53.625,20.45165746,19.01445224,3166,summer
chic,9/2/1995,125,68.5,55.875,33.475138121,18.60535703,3167,summer
chic,9/3/1995,104,72,55.625,31.926303961,33.03364534,3168,summer
chic,9/4/1995,94,75,59,58.426289135,45.34443085,3169,summer
chic,9/5/1995,111,76.5,61.125,86.298097978,27.64338038,3170,summer
chic,9/6/1995,110,74.5,59.875,63.945863535,34.73340413,3171,summer
chic,9/7/1995,117,62,55.875,19.922145492,15.20130194,3172,summer
chic,9/8/1995,103,61,49.125,6.437338861,22.96160801,3173,summer
chic,9/9/1995,106,58.5,46.375,11.020226616,21.55376299,3174,summer
chic,9/10/1995,104,54.5,43.375,7.055693418,22.44103333,3175,summer
chic,9/11/1995,108,59,46.375,25.537737616,15.5865113,3176,summer
chic,9/12/1995,102,65.5,59.625,55.469165052,15.19481264,3177,summer
chic,9/13/1995,122,73,61.25,44.0280691077,23.9457572,3178,summer
chic,9/14/1995,125,66.5,54.5,24.562599494,18.51154966,3179,summer
chic,9/15/1995,94,65.5,55.5,33.440446003,13.7152691,3180,summer
chic,9/16/1995,104,73.5,65.25,38.2442141972,25.04545472,3181,summer
chic,9/17/1995,107,56.5,42.375,5.239851578,15.88877534,3182,summer
chic,9/18/1995,90,56,48,28.238888731,7.87896409,3183,summer
chic,9/19/1995,118,61.5,57.625,29.246926096,9.72393322,3184,summer
chic,9/20/1995,112,55,48.375,19.240399008,9.28686992,3185,summer
chic,9/21/1995,103,45.5,40.125,10.049021301,10.68666462,3186,summer
chic,9/22/1995,102,44,27.75,11.588347072,7.05563046,3187,summer
chic,9/23/1995,95,44,35.875,28.406816495,11.83491556,3188,summer
chic,9/24/1995,128,49.5,37.625,22.598431952,17.07947688,3189,summer
chic,9/25/1995,114,56,43.75,45.355268013,11.43878749,3190,summer
chic,9/26/1995,116,60,43.125,57.332686626,13.08175717,3191,summer
chic,9/27/1995,126,67,48,52.042046071,17.84497067,3192,summer
chic,9/28/1995,104,67,46.875,85.55611254,21.38742029,3193,summer
chic,9/29/1995,109,68,49.375,70.598455691,28.76240815,3194,summer
chic,9/30/1995,130,75,55.25,76.189736924,46.86811285,3195,summer
chic,10/1/1995,112,66.5,48.25,35.4494793161,25.04665491,3196,autumn
chic,10/2/1995,108,64,54.5,50.982585652,12.22913583,3197,autumn
chic,10/3/1995,111,62,53.75,32.57899186,12.037491,3198,autumn
chic,10/4/1995,106,58,50.375,35.1018876612,13.56079127,3199,autumn
chic,10/5/1995,95,58,54.25,21.637799268,16.6348617,3200,autumn
chic,10/6/1995,105,57.5,51.25,25.898599881,5.038811595,3201,autumn
chic,10/7/1995,122,49.5,42.375,8.724815841,5.737325141,3202,autumn
chic,10/8/1995,98,52.5,46.875,20.762108651,9.594435153,3203,autumn
chic,10/9/1995,96,61.5,45.625,37.4604597808,12.34974606,3204,autumn
chic,10/10/1995,101,57,44.375,59.848929487,5.540700052,3205,autumn
chic,10/11/1995,99,62.5,49.875,85.298434622,11.41856825,3206,autumn
chic,10/12/1995,118,68.5,48.875,58.450034262,23.73171827,3207,autumn
